Producer,Name,Range,Codename,core,clock,Socket,Process (nm),L3 Cache,TDP (W),rel_date,rel_year,Range
AMD,A8-3820,A-Series,Llano,4,"2,65",Socket FM1,32,N/A,65,Dec 20th,2011,A-Series
AMD,A8-3850,A-Series,Llano,4,"2,9",Socket FM1,32,N/A,100,Jun 30th,2011,A-Series
AMD,Athlon II X2 270,Athlon,Regor,2,"3,4",Socket AM3,45,N/A,65,Jul 1st,2011,Athlon
AMD,Athlon II X3 425e,Athlon,Rana,3,"2,7",Socket AM3,45,N/A,45,May 3rd,2011,Athlon
AMD,Athlon II X3 460,Athlon,Rana,3,"3,4",Socket AM3,45,N/A,95,May 3rd,2011,Athlon
AMD,Athlon II X4 620e,Athlon,Propus,4,"2,6",Socket AM3,45,N/A,45,May 3rd,2011,Athlon
AMD,Athlon II X4 631,Athlon,Llano,4,"2,6",Socket FM1,32,N/A,100,Aug 17th,2011,Athlon
AMD,Athlon II X4 651,Athlon,Llano,4,3,Socket FM1,32,N/A,100,Nov 14th,2011,Athlon
AMD,Athlon II X4 651K,Athlon,Llano,4,3,Socket FM1,32,N/A,100,Nov 14th,2011,Athlon
AMD,C-30,C-Series,Ontario,1,"1,2",Socket FT1,40,N/A,9,Jan 4th,2011,C-Series
AMD,C-50,C-Series,Ontario,2,1,Socket FT1,40,N/A,9,Jan 4th,2011,C-Series
AMD,C-60,C-Series,Ontario,2,"1,1665",Socket FT1,40,N/A,9,Aug 22nd,2011,C-Series
AMD,E-240,E-Series,Zacate,1,"1,5",Socket FT1,40,N/A,18,Jan 4th,2011,E-Series
AMD,E-300,E-Series,Zacate,2,"1,3",Socket FT1,40,N/A,18,Aug 22nd,2011,E-Series
AMD,E-350,E-Series,Zacate,2,"1,6",Socket FT1,40,N/A,18,Jan 4th,2011,E-Series
AMD,E-450,E-Series,Zacate,2,"1,65",Socket FT1,40,N/A,18,Aug 22nd,2011,E-Series
AMD,E2-3000M,E-Series,Llano,2,"2,1",Socket FS1,32,N/A,35,Dec 20th,2011,E-Series
AMD,E2-3200,E-Series,Llano,2,"2,4",Socket FM1,32,N/A,65,Sep 7th,2011,E-Series
AMD,Opteron 6262 HE,Opteron,Interlagos,16,"2,25",Socket G34,32,16MB,85,Nov 14th,2011,Opteron
AMD,Opteron 6272,Opteron,Interlagos,16,"2,55",Socket G34,32,16MB,115,Nov 14th,2011,Opteron
AMD,Opteron 6274,Opteron,Interlagos,16,"2,65",Socket G34,32,16MB,115,Nov 14th,2011,Opteron
AMD,Opteron 6276,Opteron,Interlagos,16,"2,75",Socket G34,32,8MB,115,Nov 14th,2011,Opteron
AMD,Opteron 6282 SE,Opteron,Interlagos,16,"2,95",Socket G34,32,8MB,140,Nov 14th,2011,Opteron
AMD,Phenom II X4 650T,Phenom,Zosma,4,"2,95",Socket AM3,45,4MB,95,Jul 1st,2011,Phenom
AMD,Phenom II X4 840,Phenom,Propus,4,"3,2",Socket AM3,45,N/A,95,Jan 4th,2011,Phenom
AMD,Phenom II X4 850,Phenom,Propus,4,"3,3",Socket AM3,45,N/A,95,Jun 1st,2011,Phenom
AMD,Sempron 130,Sempron,Sargas,1,"2,6",Socket AM3,45,N/A,45,Aug 1st,2011,Sempron
AMD,Z-01,Z-Series,Desna,2,1,Socket FT1,40,N/A,6,Jun 1st,2011,Z-Series
AMD,A6-3670K,A-Series,Llano,4,"2,7",Socket FM1,32,N/A,100,Dec 20th,2011,A-Series
AMD,A8-3870K,A-Series,Llano,4,3,Socket FM1,32,N/A,100,Dec 20th,2011,A-Series
AMD,FX-4100,FX-Series,Zambezi,4,"3,75",Socket AM3+,32,8MB,95,Oct 12th,2011,FX-Series
AMD,FX-6100,FX-Series,Zambezi,6,"3,6",Socket AM3+,32,8MB,95,Oct 12th,2011,FX-Series
AMD,FX-8100,FX-Series,Zambezi,8,"3,25",Socket AM3+,32,8MB,95,Oct 12th,2011,FX-Series
AMD,FX-8120,FX-Series,Zambezi,8,"3,55",Socket AM3+,32,8MB,125,Oct 12th,2011,FX-Series
AMD,FX-8150,FX-Series,Zambezi,8,"3,9",Socket AM3+,32,8MB,125,Oct 12th,2011,FX-Series
AMD,Phenom II X4 975 BE,Phenom,Deneb,4,"3,6",Socket AM3,45,6MB,125,Jan 4th,2011,Phenom
AMD,Phenom II X4 980 BE,Phenom,Deneb,4,"3,7",Socket AM3,45,6MB,125,May 3rd,2011,Phenom
AMD,A10-4600M,A-Series,Trinity,4,"2,75",Socket FS1r2,32,N/A,35,May 15th,2012,A-Series
AMD,A10-4655M,A-Series,Trinity,4,"2,4",Socket FP2,32,N/A,25,May 15th,2012,A-Series
AMD,A10-5700,A-Series,Trinity,4,"3,7",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A10-5800B,A-Series,Trinity,4,4,Socket FM2,32,N/A,100,Oct 2nd,2012,A-Series
AMD,A4-4300M,A-Series,Trinity,2,"2,75",Socket FS1r2,32,N/A,35,May 15th,2012,A-Series
AMD,A4-4355M,A-Series,Trinity,2,"2,15",Socket FP2,32,N/A,17,Sep 27th,2012,A-Series
AMD,A4-5300,A-Series,Trinity,2,"3,5",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A4-5300B,A-Series,Trinity,2,"3,5",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A6-4400M,A-Series,Trinity,2,"2,95",Socket FS1r2,32,N/A,35,May 15th,2012,A-Series
AMD,A6-4455M,A-Series,Trinity,2,"2,35",Socket FP2,32,N/A,17,May 15th,2012,A-Series
AMD,A6-5400B,A-Series,Trinity,2,"3,7",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A8-4500M,A-Series,Trinity,4,"2,35",Socket FS1r2,32,N/A,35,May 15th,2012,A-Series
AMD,A8-4555M,A-Series,Trinity,4,2,Socket FP2,32,N/A,19,Sep 27th,2012,A-Series
AMD,A8-5500,A-Series,Trinity,4,"3,45",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A8-5500B,A-Series,Trinity,4,"3,45",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,Athlon II X4 638,Athlon,Llano,4,"2,7",Socket FM1,32,N/A,65,Feb 6th,2012,Athlon
AMD,Athlon II X4 641,Athlon,Llano,4,"2,8",Socket FM1,32,N/A,100,Feb 6th,2012,Athlon
AMD,C-70,C-Series,Ontario,2,"1,1665",Socket FT1,40,N/A,9,Sep 1st,2012,C-Series
AMD,E1-1200,E-Series,Zacate,2,"1,4",Socket FT1,40,N/A,18,Jun 6th,2012,E-Series
AMD,E2-1800,E-Series,Zacate,2,"1,7",Socket FT1,40,N/A,18,Jun 6th,2012,E-Series
AMD,Opteron 3320 EE,Opteron,Delhi,4,"2,2",Socket AM3+,32,8MB,25,Dec 4th,2012,Opteron
AMD,Opteron 3350 HE,Opteron,Delhi,4,"3,3",Socket AM3+,32,8MB,45,Dec 4th,2012,Opteron
AMD,Opteron 3380,Opteron,Delhi,8,"3,1",Socket AM3+,32,8MB,65,Dec 4th,2012,Opteron
AMD,Opteron 4310 EE,Opteron,Seoul,4,"2,6",Socket C32,32,8MB,35,Dec 4th,2012,Opteron
AMD,Opteron 4332 HE,Opteron,Seoul,6,"3,35",Socket C32,32,8MB,65,Dec 4th,2012,Opteron
AMD,Opteron 4334,Opteron,Seoul,6,"3,3",Socket C32,32,8MB,95,Dec 4th,2012,Opteron
AMD,Opteron 4340,Opteron,Seoul,6,"3,65",Socket C32,32,8MB,95,Dec 4th,2012,Opteron
AMD,Opteron 4376 HE,Opteron,Seoul,8,"3,1",Socket C32,32,8MB,65,Dec 4th,2012,Opteron
AMD,Opteron 4386,Opteron,Seoul,8,"3,45",Socket C32,32,8MB,95,Dec 4th,2012,Opteron
AMD,Opteron 43CX EE,Opteron,Seoul,4,"2,6",Socket C32,32,8MB,35,Dec 4th,2012,Opteron
AMD,Opteron 43GK HE,Opteron,Seoul,8,"3,1",Socket C32,32,8MB,65,Dec 4th,2012,Opteron
AMD,Opteron 6278,Opteron,Interlagos,16,"2,85",Socket G34,32,8MB,115,May 1st,2012,Opteron
AMD,Opteron 6284 SE,Opteron,Interlagos,16,"3,05",Socket G34,32,8MB,140,May 1st,2012,Opteron
AMD,Opteron 6348,Opteron,Abu Dhabi,12,"3,1",Socket G34,32,8MB,115,Nov 5th,2012,Opteron
AMD,Opteron 6366 HE,Opteron,Abu Dhabi,16,"2,45",Socket G34,32,8MB,85,Nov 5th,2012,Opteron
AMD,Opteron 6376,Opteron,Abu Dhabi,16,"2,75",Socket G34,32,8MB,115,Nov 5th,2012,Opteron
AMD,Opteron 6378,Opteron,Abu Dhabi,16,"2,85",Socket G34,32,8MB,115,Nov 5th,2012,Opteron
AMD,Opteron 6380,Opteron,Abu Dhabi,16,"2,95",Socket G34,32,8MB,115,Nov 5th,2012,Opteron
AMD,Opteron 6386 SE,Opteron,Abu Dhabi,16,"3,15",Socket G34,32,8MB,140,Nov 5th,2012,Opteron
AMD,Z-60,Z-Series,Hondo,2,1,Socket FT1,40,N/A,5,Oct 9th,2012,Z-Series
AMD,A10-5800K,A-Series,Trinity,4,4,Socket FM2,32,N/A,100,Oct 2nd,2012,A-Series
AMD,A6-5400K,A-Series,Trinity,2,"3,7",Socket FM2,32,N/A,65,Oct 2nd,2012,A-Series
AMD,A8-5600K,A-Series,Trinity,4,"3,75",Socket FM2,32,N/A,100,Oct 2nd,2012,A-Series
AMD,FX-4120,FX-Series,Zambezi,4,4,Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-4150,FX-Series,Zambezi,4,"3,9",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-4170,FX-Series,Zambezi,4,"4,25",Socket AM3+,32,8MB,125,Feb 27th,2012,FX-Series
AMD,FX-4300,FX-Series,Vishera,4,"3,9",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-4320,FX-Series,Vishera,4,"4,1",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-6120,FX-Series,Zambezi,6,"3,9",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-6130,FX-Series,Zambezi,6,"3,75",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-6200,FX-Series,Zambezi,6,"3,95",Socket AM3+,32,8MB,125,Feb 27th,2012,FX-Series
AMD,FX-6300,FX-Series,Vishera,6,"3,8",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-8140,FX-Series,Zambezi,8,"3,65",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-8170,FX-Series,Zambezi,8,"4,2",Socket AM3+,32,8MB,125,Oct 23rd,2012,FX-Series
AMD,FX-8300,FX-Series,Vishera,8,"3,6",Socket AM3+,32,8MB,95,Oct 23rd,2012,FX-Series
AMD,FX-8320,FX-Series,Vishera,8,"3,75",Socket AM3+,32,8MB,125,Oct 23rd,2012,FX-Series
AMD,FX-8350,FX-Series,Vishera,8,"4,1",Socket AM3+,32,8MB,125,Oct 23rd,2012,FX-Series
AMD,A10-5745M,A-Series,Richland,4,"2,5",Socket FP2,32,N/A,25,Jun 1st,2013,A-Series
AMD,A10-5750M,A-Series,Richland,4,3,Socket FS1r2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A10-5757M,A-Series,Richland,4,3,Socket FP2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A10-6700,A-Series,Richland,4,4,Socket FM2,32,N/A,65,Jun 1st,2013,A-Series
AMD,A10-6700T,A-Series,Richland,4,3,Socket FM2,32,N/A,45,Sep 16th,2013,A-Series
AMD,A10-6790K,A-Series,Richland,4,"4,15",Socket FM2,32,N/A,100,Oct 28th,2013,A-Series
AMD,A10-6800K,A-Series,Richland,4,"4,25",Socket FM2,32,N/A,100,Jun 1st,2013,A-Series
AMD,A4-1200,A-Series,Temash,2,1,Socket FT3,32,N/A,4,May 23rd,2013,A-Series
AMD,A4-1250,A-Series,Temash,2,1,Socket FT3,32,N/A,8,May 23rd,2013,A-Series
AMD,A4-1350,A-Series,Kabini,4,1,Socket FT3,32,N/A,8,Oct 18th,2013,A-Series
AMD,A4-4000,A-Series,Richland,2,"3,1",Socket FM2,32,N/A,65,Jun 1st,2013,A-Series
AMD,A4-5000,A-Series,Kabini,4,"1,5",Socket FT3,32,N/A,15,May 23rd,2013,A-Series
AMD,A4-5145M,A-Series,Richland,2,"2,3",Socket FP2,32,N/A,17,Jun 1st,2013,A-Series
AMD,A4-5150M,A-Series,Richland,2,3,Socket FS1r2,32,N/A,35,Mar 12th,2013,A-Series
AMD,A4-6300,A-Series,Richland,2,"3,8",Socket FM2,32,N/A,65,Jun 1st,2013,A-Series
AMD,A6-1450,A-Series,Temash,4,"1,2",Socket FT3,32,N/A,8,May 23rd,2013,A-Series
AMD,A6-5200,A-Series,Kabini,4,2,Socket FT3,32,N/A,25,May 23rd,2013,A-Series
AMD,A6-5345M,A-Series,Richland,2,"2,5",Socket FP2,32,N/A,17,Jun 1st,2013,A-Series
AMD,A6-5350M,A-Series,Richland,2,"3,2",Socket FS1r2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A6-5357M,A-Series,Richland,2,"3,2",Socket FP2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A6-6400K,A-Series,Richland,2,4,Socket FM2,32,N/A,65,Jun 1st,2013,A-Series
AMD,A8-5545M,A-Series,Richland,4,"2,2",Socket FP2,32,N/A,25,Jun 1st,2013,A-Series
AMD,A8-5550M,A-Series,Richland,4,"2,6",Socket FS1r2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A8-5557M,A-Series,Richland,4,"2,6",Socket FP2,32,N/A,35,Jun 1st,2013,A-Series
AMD,A8-6500,A-Series,Richland,4,"3,8",Socket FM2,32,N/A,65,Jun 1st,2013,A-Series
AMD,A8-6600K,A-Series,Richland,4,"4,05",Socket FM2,32,N/A,100,Jun 1st,2013,A-Series
AMD,Athlon II X2 280,Athlon,Regor,2,"3,6",Socket AM3,45,N/A,65,Feb 6th,2013,Athlon
AMD,E1-1500,E-Series,Zacate,2,"1,48",Socket FT1,40,N/A,18,Jan 6th,2013,E-Series
AMD,E1-2100,E-Series,Kabini,2,1,Socket FT3,32,N/A,9,May 23rd,2013,E-Series
AMD,E1-2500,E-Series,Kabini,2,"1,4",Socket FT3,32,N/A,15,May 23rd,2013,E-Series
AMD,E2-2000,E-Series,Zacate,2,"1,75",Socket FT1,40,N/A,18,Jan 6th,2013,E-Series
AMD,E2-3000,E-Series,Kabini,2,"1,65",Socket FT3,32,N/A,15,May 23rd,2013,E-Series
AMD,FX-4130,FX-Series,Vishera,4,"3,9",Socket AM3+,32,8MB,125,Jan 30th,2013,FX-Series
AMD,FX-4350,FX-Series,Vishera,4,"4,25",Socket AM3+,32,8MB,125,Apr 29th,2013,FX-Series
AMD,FX-6350,FX-Series,Vishera,6,"4,05",Socket AM3+,32,8MB,125,Apr 29th,2013,FX-Series
AMD,FX-9370,FX-Series,Vishera,8,"4,55",Socket AM3+,32,8MB,220,Jul 6th,2013,FX-Series
AMD,FX-9590,FX-Series,Vishera,8,"4,85",Socket AM3+,32,8MB,220,Jul 6th,2013,FX-Series
AMD,Opteron X1150,Opteron,Kyoto,4,2,Socket FT3,28,N/A,17,May 29th,2013,Opteron
AMD,Opteron X2150,Opteron,Kyoto,4,"1,9",Socket FT3,28,N/A,22,May 29th,2013,Opteron
AMD,A10-7700K,A-Series,Godaveri,4,"3,65",Socket FM2+,28,N/A,95,Jan 14th,2014,A-Series
AMD,A10-7850K,A-Series,Godaveri,4,"3,85",Socket FM2+,28,N/A,95,Jan 14th,2014,A-Series
AMD,A4-5050,A-Series,Kabini,4,"1,5",Socket FT3,32,N/A,15,Feb 1st,2014,A-Series
AMD,E1-2150,FX-Series,Kabini,2,"1,05",Socket FT3,32,N/A,9,Feb 1st,2014,FX-Series
AMD,FX-8320E,FX-Series,Vishera,8,"3,6",Socket AM3+,32,8MB,95,Sep 2nd,2014,FX-Series
AMD,FX-8370,FX-Series,Vishera,8,"4,15",Socket AM3+,32,8MB,125,Sep 2nd,2014,FX-Series
AMD,FX-8370E,FX-Series,Vishera,8,"3,8",Socket AM3+,32,8MB,95,Sep 2nd,2014,FX-Series
AMD,A10-7870K,A-Series,Godaveri,4,4,Socket FM2+,28,N/A,95,May 28th,2015,A-Series
AMD,FX-6330,FX-Series,Vishera,6,"3,9",Socket AM3+,32,8MB,125,Dec 15th,2015,FX-Series
AMD,A10-7890K,A-Series,Godaveri,4,"4,15",Socket FM2+,28,N/A,95,Jan 11th,2016,A-Series
AMD,A9-9400 SoC,A-Series,Stoney Ridge,2,"2,8",Socket FT4,28,N/A,10,May 31st,2016,A-Series
AMD,A9-9410 SoC,A-Series,Stoney Ridge,2,"3,2",Socket FP4,28,N/A,25,May 31st,2016,A-Series
AMD,A9-9420 SoC,A-Series,Stoney Ridge,2,"3,3",Socket FT4,28,N/A,15,May 31st,2016,A-Series
AMD,A9-9425 SoC,A-Series,Stoney Ridge,2,"3,4",Socket FT4,28,N/A,15,May 31st,2016,A-Series
AMD,Opteron A1120,Opteron,Seattle,4,"1,7",Socket SP1,28,8MB,25,Jan 14th,2016,Opteron
AMD,Opteron A1150,Opteron,Seattle,8,"1,7",Socket SP1,28,8MB,32,Jan 14th,2016,Opteron
AMD,Opteron A1170,Opteron,Seattle,8,2,Socket SP1,28,8MB,32,Jan 14th,2016,Opteron
AMD,Opteron X2170,Opteron,Steppe Eagle,4,"2,4",Socket FT3,28,N/A,25,Sep 1st,2016,Opteron
AMD,A10-9700,A-Series,Bristol Ridge,4,"3,65",Socket AM4,28,N/A,65,Jul 27th,2017,A-Series
AMD,A10-9700E,A-Series,Bristol Ridge,4,"3,25",Socket AM4,28,N/A,35,Jul 27th,2017,A-Series
AMD,A12-9800,A-Series,Bristol Ridge,4,4,Socket AM4,28,N/A,65,Jul 27th,2017,A-Series
AMD,A12-9800E,A-Series,Bristol Ridge,4,"3,45",Socket AM4,28,N/A,35,Jul 27th,2017,A-Series
AMD,A6-9500,A-Series,Bristol Ridge,2,"3,65",Socket AM4,28,N/A,65,Jul 27th,2017,A-Series
AMD,A6-9500E,A-Series,Bristol Ridge,2,"3,2",Socket AM4,28,N/A,35,Jul 27th,2017,A-Series
AMD,A6-9550,A-Series,Bristol Ridge,2,"3,9",Socket AM4,28,N/A,65,Jul 27th,2017,A-Series
AMD,A8-9600,A-Series,Bristol Ridge,4,"3,25",Socket AM4,28,N/A,65,Jul 27th,2017,A-Series
AMD,Athlon X4 940,Athlon,Bristol Ridge,4,"3,4",Socket AM4,28,N/A,65,Jul 27th,2017,Athlon
AMD,Athlon X4 950,Athlon,Bristol Ridge,4,"3,65",Socket AM4,28,N/A,65,Jul 27th,2017,Athlon
AMD,Athlon X4 970,Athlon,Bristol Ridge,4,"3,9",Socket AM4,28,N/A,65,Jul 27th,2017,Athlon
AMD,EPYC 7251,EPYC,Naples,12,"2,5",Socket SP3,14,32MB,120,Jun 29th,2017,EPYC
AMD,EPYC 7281,EPYC,Naples,24,"2,4",Socket SP3,14,32MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7301,EPYC,Naples,24,"2,45",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7351,EPYC,Naples,24,"2,65",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7351P,EPYC,Naples,24,"2,65",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7401,EPYC,Naples,36,"2,5",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7401P,EPYC,Naples,36,"2,5",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7451,EPYC,Naples,36,"2,75",Socket SP3,14,64MB,180,Jun 29th,2017,EPYC
AMD,EPYC 7501,EPYC,Naples,48,"2,5",Socket SP3,14,64MB,170,Jun 29th,2017,EPYC
AMD,EPYC 7551,EPYC,Naples,48,"2,5",Socket SP3,14,64MB,180,Jun 29th,2017,EPYC
AMD,EPYC 7551P,EPYC,Naples,48,"2,5",Socket SP3,14,64MB,180,Jun 29th,2017,EPYC
AMD,EPYC 7601,EPYC,Naples,48,"2,7",Socket SP3,14,64MB,180,Jun 29th,2017,EPYC
AMD,Ryzen 3 1200,Ryzen,Zen,4,"3,25",Socket AM4,14,8MB,65,Jul 27th,2017,Ryzen
AMD,Ryzen 3 1300,Ryzen,Zen,4,"3,35",Socket AM4,14,8MB,65,Apr 11th,2017,Ryzen
AMD,Ryzen 3 1300X,Ryzen,Zen,4,"3,55",Socket AM4,14,8MB,65,Jul 27th,2017,Ryzen
AMD,Ryzen 3 PRO 1200,Ryzen,Zen,4,"3,25",Socket AM4,14,8MB,65,Jun 29th,2017,Ryzen
AMD,Ryzen 3 PRO 1300,Ryzen,Zen,4,"3,35",Socket AM4,14,8MB,65,Jun 29th,2017,Ryzen
AMD,Ryzen 5 1400,Ryzen,Zen,6,"3,3",Socket AM4,14,8MB,65,Apr 11th,2017,Ryzen
AMD,Ryzen 5 1500X,Ryzen,Zen,6,"3,6",Socket AM4,14,16MB,65,Apr 11th,2017,Ryzen
AMD,Ryzen 5 1600,Ryzen,Zen,9,"3,4",Socket AM4,14,16MB,65,Apr 11th,2017,Ryzen
AMD,Ryzen 5 1600X,Ryzen,Zen,9,"3,8",Socket AM4,14,16MB,95,Apr 11th,2017,Ryzen
AMD,Ryzen 5 2500U,Ryzen,Raven Ridge,6,"2,8",Socket FP5,14,4MB,15,Oct 26th,2017,Ryzen
AMD,Ryzen 5 PRO 1500,Ryzen,Zen,6,"3,6",Socket AM4,14,16MB,65,Jun 29th,2017,Ryzen
AMD,Ryzen 5 PRO 1600,Ryzen,Zen,9,"3,4",Socket AM4,14,16MB,65,Jun 29th,2017,Ryzen
AMD,Ryzen 7 1700,Ryzen,Zen,12,"3,35",Socket AM4,14,16MB,65,Mar 2nd,2017,Ryzen
AMD,Ryzen 7 1700X,Ryzen,Zen,12,"3,6",Socket AM4,14,16MB,95,Mar 2nd,2017,Ryzen
AMD,Ryzen 7 1800X,Ryzen,Zen,12,"3,8",Socket AM4,14,16MB,95,Mar 2nd,2017,Ryzen
AMD,Ryzen 7 2700U,Ryzen,Raven Ridge,6,3,Socket FP5,14,4MB,15,Oct 26th,2017,Ryzen
AMD,Ryzen 7 PRO 1700,Ryzen,Zen,12,"3,35",Socket AM4,14,16MB,65,Jun 29th,2017,Ryzen
AMD,Ryzen 7 PRO 1700X,Ryzen,Zen,12,"3,6",Socket AM4,14,16MB,95,Jun 29th,2017,Ryzen
AMD,Ryzen 7 PRO 2700U,Ryzen,Raven Ridge,6,3,Socket FP5,14,4MB,15,Oct 26th,2017,Ryzen
AMD,Ryzen Threadripper 1900,Ryzen,Zen,12,"3,4",Socket SP3r2,14,32MB,125,Aug 31st,2017,Ryzen
AMD,Ryzen Threadripper 1900X,Ryzen,Zen,12,"3,9",Socket SP3r2,14,32MB,125,Aug 31st,2017,Ryzen
AMD,Ryzen Threadripper 1920,Ryzen,Zen,18,"3,5",Socket SP3r2,14,32MB,140,Jul 29th,2017,Ryzen
AMD,Ryzen Threadripper 1920X,Ryzen,Zen,18,"3,85",Socket SP3r2,14,32MB,180,Aug 10th,2017,Ryzen
AMD,Ryzen Threadripper 1940,Ryzen,Zen,21,"3,45",Socket SP3r2,14,32MB,180,Jul 29th,2017,Ryzen
AMD,Ryzen Threadripper 1940X,Ryzen,Zen,21,"3,75",Socket SP3r2,14,32MB,180,Jul 29th,2017,Ryzen
AMD,Ryzen Threadripper 1950,Ryzen,Zen,24,"3,2",Socket SP3r2,14,32MB,180,Jul 29th,2017,Ryzen
AMD,Ryzen Threadripper 1950X,Ryzen,Zen,24,"3,7",Socket SP3r2,14,32MB,180,Aug 10th,2017,Ryzen
AMD,A8-7680,A-Series,Godaveri,4,"3,65",Socket FM2+,28,N/A,45,Oct 26th,2018,A-Series
AMD,Athlon 200GE,Athlon,Zen,3,"3,2",Socket AM4,14,4MB,35,Sep 6th,2018,Athlon
AMD,Athlon 220GE,Athlon,Zen,3,"3,4",Socket AM4,14,4MB,35,Dec 21st,2018,Athlon
AMD,Athlon 220GE,Athlon,Zen,3,"3,4",Socket AM4,14,4MB,35,Jun 1st,2018,Athlon
AMD,Athlon 220GE,Athlon,Zen,3,"3,4",Socket AM4,14,4MB,35,Dec 21st,2018,Athlon
AMD,Athlon 240GE,Athlon,Zen,3,"3,5",Socket AM4,14,4MB,35,Dec 21st,2018,Athlon
AMD,Athlon PRO 200GE,Athlon,Zen,2,"3,2",Socket AM4,14,4MB,35,Jun 1st,2018,Athlon
AMD,EPYC 7261,EPYC,Naples,12,"2,7",Socket SP3,14,32MB,170,Jun 14th,2018,EPYC
AMD,EPYC 7371,EPYC,Naples,24,"3,45",Socket SP3,14,64MB,170,Nov 16th,2018,EPYC
AMD,EPYC Embedded 3251,EPYC,Zen,12,"2,8",BGA SP4r2,14,16MB,50,Feb 21st,2018,EPYC
AMD,Ryzen 3 2200G,Ryzen,Raven Ridge,4,"3,6",Socket AM4,14,4MB,65,Feb 12th,2018,Ryzen
AMD,Ryzen 3 2200U,Ryzen,Raven Ridge,3,"2,95",Socket FP5,14,4MB,15,Jan 8th,2018,Ryzen
AMD,Ryzen 3 2300U,Ryzen,Raven Ridge,4,"2,7",Socket FP5,14,4MB,15,Jan 8th,2018,Ryzen
AMD,Ryzen 3 2300X,Ryzen,Zen,4,"3,85",Socket AM4,14,4MB,65,Aug 1st,2018,Ryzen
AMD,Ryzen 5 2400G,Ryzen,Raven Ridge,6,"3,75",Socket AM4,14,4MB,65,Feb 12th,2018,Ryzen
AMD,Ryzen 5 2500X,Ryzen,Zen,6,"3,8",Socket AM4,12,16MB,65,Oct 1st,2018,Ryzen
AMD,Ryzen 5 2600,Ryzen,Zen,9,"3,65",Socket AM4,12,16MB,65,Apr 19th,2018,Ryzen
AMD,Ryzen 5 2600E,Ryzen,Zen,9,"3,55",Socket AM4,12,16MB,65,Sep 19th,2018,Ryzen
AMD,Ryzen 5 2600H,Ryzen,Raven Ridge,6,"3,45",Socket FP5,14,4MB,15,May 30th,2018,Ryzen
AMD,Ryzen 5 2600X,Ryzen,Zen,9,3925,Socket AM4,12,16MB,95,Apr 19th,2018,Ryzen
AMD,Ryzen 5 PRO 2400G,Ryzen,Raven Ridge,6,"3,75",Socket AM4,14,4MB,65,May 10th,2018,Ryzen
AMD,Ryzen 5 PRO 2600,Ryzen,Zen,9,"3,65",Socket AM4,12,16MB,65,Sep 19th,2018,Ryzen
AMD,Ryzen 7 2700,Ryzen,Zen,12,"3,65",Socket AM4,12,16MB,65,Apr 19th,2018,Ryzen
AMD,Ryzen 7 2700E,Ryzen,Zen,12,"3,4",Socket AM4,12,16MB,65,Sep 19th,2018,Ryzen
AMD,Ryzen 7 2700X,Ryzen,Zen,12,4025,Socket AM4,12,16MB,105,Apr 19th,2018,Ryzen
AMD,Ryzen 7 2800H,Ryzen,Raven Ridge,6,"3,6",Socket FP5,14,4MB,15,May 30th,2018,Ryzen
AMD,Ryzen 7 PRO 2700,Ryzen,Zen,12,"3,65",Socket AM4,12,16MB,65,Sep 19th,2018,Ryzen
AMD,Ryzen 7 PRO 2700X,Ryzen,Zen,12,"3,85",Socket AM4,12,16MB,95,Sep 19th,2018,Ryzen
AMD,Ryzen Embedded V1202B,Ryzen,Zen,3,"2,75",Socket FP5,14,2MB,15,Feb 21st,2018,Ryzen
AMD,Ryzen Embedded V1605B,Ryzen,Zen,6,"2,8",Socket FP5,14,2MB,15,Feb 21st,2018,Ryzen
